iteration,avg_score,selected_links
767,-113.3060189728492,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 230, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 1343, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203, 23435, 1858, 32827]"
768,-113.24403009486426,"[21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 22958, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 34573, 20396, 8975, 8833, 6939, 6791, 4705, 35689, 1922, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 43591, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203]"
769,-113.25607894449897,"[21407, 17924, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 42390, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 44136, 10195, 44224, 26386, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 13755, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203, 23435]"
770,-113.22145894667976,"[42390, 21407, 19334, 23846, 32412, 15476, 27840, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40177, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 45111, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 26163, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203]"
771,-113.26046777886818,"[42390, 43836, 21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 14420, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 18440, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 12307, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 1688, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 7040, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 38430, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664]"
772,-113.30252971322646,"[42390, 21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 5761, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 27849, 28664, 27914, 21300, 30203, 23435, 1858]"
773,-113.24623814196924,"[42390, 21407, 19334, 23846, 32412, 15476, 22062, 13989, 43626, 13550, 13504, 11042, 14613, 14342, 32919, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 17675, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 1095, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203]"
774,-113.2748337149711,"[42390, 21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 21464, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 17441, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 28638, 13333, 12169, 11456, 18200, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 9473, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300]"
775,-113.25095409442808,"[42390, 21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 4217, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 19016, 26386, 44224, 33461, 9889, 9610, 6978, 197, 5459, 4555, 42587, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 3088, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 37985, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914]"
776,-113.25095409442808,"[42390, 21407, 19334, 23846, 21471, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 23379, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 34579, 10807, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 1810, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 23829, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914]"
777,-113.19002835023444,"[42390, 21407, 19334, 23846, 34827, 32412, 15476, 22062, 43626, 13550, 26753, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 12111, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 24318, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 7383, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 13482, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 36410, 28664]"
778,-113.456793152328,"[42390, 41848, 21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 26999, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 7895, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 27373, 20648, 19982, 19730, 19457, 10518, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 21664, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914]"
779,-113.30421982335623,"[42390, 21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 2831, 28219, 28160, 27384, 10499, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 13740, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203, 23435]"
780,-113.24623814196924,"[8113, 42390, 21407, 19334, 23846, 32412, 15476, 22062, 43626, 21420, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 24888, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 3534, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203]"
781,-113.18596663395483,"[42390, 21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 271, 30886, 2952, 11974, 28422, 28219, 3203, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203, 21420]"
782,-113.25038163777124,"[42390, 21420, 21407, 19334, 23846, 32412, 15476, 42157, 22062, 43626, 13550, 13504, 11042, 14613, 11252, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 3686, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203]"
783,-113.2952513357322,"[21420, 42390, 21407, 19334, 17000, 23846, 32412, 4157, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 23220, 34199, 34177, 33263, 7582, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 44656, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 18728, 13507, 13333, 12169, 11456, 10312, 10212, 15564, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 30315, 33768, 33725, 334, 33186, 30865, 28921]"
784,-113.2381692290917,"[42390, 21420, 21407, 19334, 23846, 12402, 32412, 15476, 5158, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 34940, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19594, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 30616, 13507, 13333, 12169, 11456, 10312, 33508, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 33769, 20029]"
785,-113.34947115908842,"[42390, 21420, 2964, 21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 10218, 40493, 40423, 3882, 38578, 34199, 3071, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203]"
786,-113.30252971322646,"[42390, 21407, 21420, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203, 23435, 1858, 15627]"
787,-113.2631392432668,"[42390, 21407, 19334, 21420, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 43576, 19646, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 33783, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 40472, 14801, 26018, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 39260, 38860, 37932, 36439, 33768, 33725, 334, 33186, 33624, 30865, 28921, 28550]"
788,-113.24623814196924,"[42390, 21407, 21420, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 28050, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 37470, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4731, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203]"
789,-113.28470177734162,"[42390, 21420, 21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 4793, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 32415, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28550, 28664, 27914, 21300, 30203, 23435]"
790,-113.67762512266928,"[42390, 21420, 21407, 19334, 23846, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 19405, 25159, 17580, 27240, 26287, 27007, 10951, 13158, 10195, 43337, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 36141, 27384, 27031, 43799, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 13215, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 13298, 28550]"
791,-113.24623814196924,"[21407, 19334, 23846, 42390, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 28664, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 15592, 40797, 40493, 40423, 34819, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 27914, 1610, 28550, 21300, 30203, 21420]"
792,-113.27336168356776,"[21407, 19334, 23846, 42390, 32412, 15476, 22062, 43626, 13550, 11557, 13504, 11042, 14613, 14342, 1533, 15134, 28664, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40617, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 16769, 30886, 2952, 28422, 28219, 37262, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 23536, 13507, 13333, 12169, 11456, 10312, 24548, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 27914, 28550]"
793,-113.28421110020716,"[21407, 19334, 23846, 42390, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 28664, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 10414, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 10918, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 9416, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 24995, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 27914, 28550, 21300, 21420]"
794,-113.30252971322646,"[21407, 1002, 19334, 23846, 42390, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 28664, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 39084, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 27914, 28550, 21300, 21420, 30203, 23435]"
795,-113.21826954530584,"[21407, 19334, 23846, 42390, 32412, 15476, 22062, 25893, 43626, 12237, 13550, 13504, 4861, 11042, 14613, 14342, 1533, 15134, 28664, 19405, 41846, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 35448, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 18834, 19730, 19457, 18833, 17876, 20283, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 43250, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 18179, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865]"
796,-113.24623814196924,"[21407, 19334, 23846, 42390, 32412, 15476, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 28664, 19405, 25159, 17580, 42376, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 29004, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 3541, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 27914, 28550, 21300, 21420, 30203]"
797,-113.27685094319048,"[21407, 19334, 23846, 42390, 32412, 13787, 15476, 21420, 22062, 43626, 13550, 13504, 11042, 14613, 14342, 1533, 15134, 28664, 19405, 25159, 17580, 27240, 27007, 10951, 10195, 26386, 44224, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 20396, 8023, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 13592, 3736, 36439, 33768, 33725, 334, 33186, 30865, 28921, 27914, 28550, 29892]"
